rating,text,date
5,multiple charts show ho aisa kuch karo bhai,2026-01-22
5,this app is good for trading and stocks,2026-01-22
5,I am a very good beginner in this app,2026-01-22
1,day by day increasing extra charges on different names extremely fraud App,2026-01-22
5,good platform for investment and trading I like very much this app,2026-01-22
3,Interface of dilivery holding page is pathetic. it needs improvement,2026-01-22
5,very good interface and easy to use,2026-01-22
5,"Best app for investment in shares and mutual funds User friendly, simple, helps in diagnosing to maximize returns on investment",2026-01-22
1,worst app for MTF trading.you will loose your all profits in paying brokerage. this app is charging rs 100 for value of per Rs 100000 buy or sell.I have lost my all profits in paying brokerage.they are charging interest and 5 times more brokerage. Use another app if you want to use the MTF facility.,2026-01-22
5,"I believe this is the best app/website for different types of investments and to gain comprehensive knowledge in this field. Apart from this, the UI of both the app and the website is excellent and very intituive. They explain things in such a simple and clear manner that even a novice investor can easily understand. Great job! 5 stars rating without any doubt.",2026-01-21
1,investing is a nightmare in this app. the balances shown are not actual and you never know where is your investment specially when you are purchasing,2026-01-21
5,very good app but to be implemented dual chart view mode,2026-01-21
4,make the investment and buying mutual fund instant and reduce the buying time for mutual fund,2026-01-21
2,"Good UI, but brokrage charges is very high though. I had to sell 2 of my etfs with ammt approx. Rs. 2500/- as charge they cut the ammt of Rs. 61.00 in that only 10 rs of brokerage mentioned and other Rs 51.00 charges is hidden, this is ridiculous. thank god i didn't buy and sell frequently. I will not buy any single etf, stock from groww henceforth.",2026-01-21
1,No daily SIP option .. Phonepay had even started the feature however Grow is lacking behind. Requesting you to please incorporate the Daily SIP option,2026-01-21
1,I invested some amount on grow app and the transaction history is not showing neither my amount and customer centrer is putting on hold for more 20 minutes and just the call we connected with minute and the when the call was connected they put the call on mute and they are repeating same thing again and again too pathetic I need urgent support on this as soon as possible,2026-01-21
4,Kill Switch for 12 hours is must to be a good broker if you seriously care your traders. Even deactivating segments should be given to traders end.,2026-01-21
1,I Just left my account for a month without use . You guys block my account and now it says 3 to 4 days to open . I need to sell all my share but I can't. If you not make it happen i am going to make you pay for it.. Your service is also very bad. Angles one's are better in every possible way...I am going to rate you very low fot this. Thank you. I am sharing this because you can't even reply my answer one email.,2026-01-21
5,"very very good experience in groww it's easy to do the sip ,lumpsum and buying stocks and selling stocks gives a good profit",2026-01-21
5,Very Easy App and Payment Withdrawal Fast,2026-01-21
1,"What do you mean by f/o pause? One person can be active and inactive at the same time. What benefit does that provide to your customer? While other platforms are introducing segments like kill switches for their customers' safety, you are introducing a sales f/o for a formality, waste.",2026-01-21
1,worst trading app. live chart broke during market time... app always hang in live chart,2026-01-21
1,"the worst app ever seen, don't use this app, lot of scam groww app is doing, sometimes you can't sell your own share and get into losses, in option trading sell trigger option doesn't work , though you set SL it executes at worst price , save your money by not using groww",2026-01-21
1,21-01-2026 : one order was processed and then two more processed by groww until all of the amount was redeemed. it's not a bug. it's how they will lose customers. Don't use it. better go with Indmoney or zerodha.,2026-01-21
2,because do not my fully profit and loss,2026-01-21
1,worst app...most of the time it hangs...even I am not able to add money in my grow account to buy stocks right now,2026-01-21
1,There customer service is very very no one is going to recieve your call,2026-01-21
5,its very easy to use. user friendly,2026-01-21
5,Good but after sometime indicators applied on chart disappears and have to reapply them... please improve,2026-01-21
4,"Grow app is the Best trading app, but f&o segment me tralling stoploss nhi h....",2026-01-21
5,this app is very good for sharing,2026-01-21
4,super but scalper indicates not promoted way VWAP ..ond VWMA .. Added scalper intrest plz,2026-01-21
1,heavy charges and tax scam apk don.t install groww app,2026-01-20
1,Heavy Glitch on this app During The Trade...,2026-01-20
1,I request everyone to use a different app.. because this apps customer support is completely unusable.. they don't receive call and if they receive by any chance they just cut the call after listening your problem and on chat they do the same.. reaching them takes 2 or 3 hours.. and if can reach they just closed the chat or cut the call... rubbish,2026-01-20
1,"This is an fraud app,if you install this app you cannot delete your account.",2026-01-20
4,isme grow chart ko multi window bnao so trade k time main chart bhi dikhe... like dhan and sahi,2026-01-20
5,Very Good app. For every general person.,2026-01-20
5,"this app's graphical user interface is simple and good which is good for beginners,never faced any crash till now",2026-01-20
1,"Even target price cross, target not triggered in intra day trading in groww platform. At the time I click emergency quick exit all option position tab, groww system create mistakenly short sell order based on TP or SL price. I get significant loss due to groww permanent software error. Lot of backend programming error technical glitch. It's a permanent software error from Groww platform. Kindly be alert for new investor.",2026-01-20
5,"good simplified app, but I does not know they take brokerage/charges more or less than any other",2026-01-20
3,hello please update your app with layout type in app it will helpful. please do it early as possible,2026-01-20
1,Fraud App. from my upi they deduct 40 k and show only balance 38612 to buy shares. after investing on Tata silver etf they show value 39716. then how it is profit when my money doesn't exceed 40k.,2026-01-20
1,very bad app customer care no response everytime bzy very bad service hate this app,2026-01-20
5,paisaaa hai to aao na jane ka gum na aane ki khushi,2026-01-20
2,I don't understand logic behind charging 50 rs for updating mobile number or email id... That's not appropriate!,2026-01-20
1,"I called related to this issue but I'm not satisfied. I'd like to go legally for this, is there anything that could be done before that? I emailed screenshot for reference how it glitched moving up and down in very short duration eating away my profit from 55k brought it to 5k, likely by operator. On US gold futures I don't see this glitch hence it's a blatant lie that charts are loaded externally. Also they lied about app not being upto date, attached same in email. Try fix the profit atleast.",2026-01-20
5,it is a wonderful app. easy to use.,2026-01-20
1,Extreme brokerage charges & hidden charges...if you place any order (small amount even)...min charges per delivery is 5₹...better buy subscription of xerodha...they are just charging excessively more to make profit while i'm sure in few months..they will get exposed n prople will be aware of their hidden charges n they will lose thir customer base!...very disappointed!! p.s. if you want to pay to them...better pay to xerodha (atleast xerodha don't have hidden charges in the name of brokerages),2026-01-20
1,"Invested in nippon silver bees etf got rejected after 3 days, now they are asking for more money due to price hike, what a joke.... best buy physical and well documented stocks for long term investments.",2026-01-20
4,nice app but brokerage charges bohot he,2026-01-20
5,easy to use best platform for stocks,2026-01-20
5,superb and very easy to use . trustworthy application .,2026-01-20
1,this is always a fake app robbering with people. you never get profit from this app,2026-01-20
5,Always Grow on Groww. easy and trusted,2026-01-20
1,share market sabse bda fraud hai. isme retail loota jata hai. kewal broker paisa kamata hai,2026-01-20
3,"user friendly app for beginners but their are few concerns regarding app , mutual funds sip completed but the total amount to be added will take much time then expected .",2026-01-20
5,"This is a way to save money, all of you will benefit from it, every person should download it.",2026-01-20
5,super app for use can use easy and will get surprise,2026-01-20
5,nice AAP groww aap good for investment like really good,2026-01-20
1,it is very worst and harash full application as per my experience is everyone to don't download it,2026-01-20
4,something need extra filter option in position area.,2026-01-20
5,this app is very nice and good experience in the world the All,2026-01-20
1,worst app ever very bed experience I Will not using this app anymore,2026-01-20
2,brokerage charges is painful... thinking to switch other broker platform,2026-01-20
4,"one thing to be improve , Countdown to Bar Close in all timeframe.",2026-01-20
3,it's good and efficient broker I'm satisfied,2026-01-20
5,it was to smooth to use anyone,2026-01-20
5,"good broker and secure, No withdraw problem",2026-01-20
1,worst support from groww and some time auto square off orders and what I ask support no response and call option won't work. and chat I don't know when they respond to iur queries,2026-01-20
5,simple to use with great experience overall,2026-01-20
5,very good the inv in which invest in this,2026-01-20
5,"bhut fast apps hai,mai 3 years se use kar raha hu, customer support bhut acha hai,stock features sab simple hai.",2026-01-20
1,when US stock is available on groww app ??,2026-01-20
5,best app for trading and long time invest,2026-01-20
1,charges very high please do not open account,2026-01-20
5,Grow app is really helpful for self improvement. It motivates me to stay consistent and improve every day. Good design and easy navigation.,2026-01-20
4,highest AUM wali fund dikh na chahiye,2026-01-20
3,"everything takes too long to process, investing on stocks-processing takes 3/4 days, starting SIP-processing takes 3/4 days, cancel SIP- again it's takes just as long and also the withdrawal too.",2026-01-19
1,mutual fund every time going to down. Gold investment system also no update.only mention 4years before coming soon.But not coming .,2026-01-19
1,worst app I'm not satisfied with groww and I am change the platform with sahi or angel one,2026-01-19
5,"super fantastic mindblowing, stop loss is good",2026-01-19
5,Best terminal 915 best performance Good feel like a trading,2026-01-19
5,its groww is a verry helpfull investors,2026-01-19
5,Nice app thodi se trading fess jada hai,2026-01-19
1,this is very long term of investment and very bad for treading,2026-01-19
5,experience is great but please start bill payment mobile recharge as well thankyou,2026-01-19
4,Make some more beginner friendly user interface,2026-01-19
5,pls update how can i contact your teams.for any help,2026-01-19
5,i think this application is fine and I am in the office now,2026-01-19
5,ye bahut hi accha ha . isse accha aap mujhe koi nhi lga.,2026-01-19
5,Groww is a good application for Stock and Mutual fund Selection..,2026-01-19
5,very good Morning sir good Experience in application growth life is great for me and Future is better for good any time exist just a minute good Dashboard in application,2026-01-19
5,Groww is super please reduce the brokerage charges it's a humble request,2026-01-19
2,there is no Trailing Stop loss option in F&O. many other platforms had that option,2026-01-19
3,"Good app but can you add pre decided SL TP as percentage. Like trader could set SL TP percentage in app one time, so when main order is placed, SL TP would calculated automatically based on buy sell and order will also placed automatically with primary (main) leg. and if trader doesn't prefer this option he/she can place order as it is now available (normal method) so make it optional for trader, and add up basket order",2026-01-19
1,"I hate the Groww app because Groww charts are not available for commodities, and the 1-tap trading option is also missing.""",2026-01-19
1,Sunni fake app not money not withdrawal 2000,2026-01-19
4,very effective but brokrage fee lee lo be,2026-01-19
5,Updated to 5 stars. ReKYC took a bit of time. But things are fine now.,2026-01-19
5,better than the best service as possible by from grow it's the amezing experience about the best service,2026-01-19
1,Groww team not support not better application other application better service grow team fake customer care service jitne log bhi grow use karte hai please aap sab log other apps me demat account bnaye yha par mujhe bhut problem ho rhi hai koi support nhi customer care na email ka koi response hai 15 January ko sip kat gaya lekin unit allocation nhi hua par email or grow aap par successful ka msg aa gaya customer care ko call kar rhe hai phone nhi LG rha hai acha koi service achi nhi please help,2026-01-19
5,trust Groww app application very nice try to invest,2026-01-19
5,best app with good interface and easy to use,2026-01-19
2,rent option not available please provide this service urgent basis.,2026-01-19
5,very nice app for beginners please try it,2026-01-19
4,Thanks grow app. very good app for share market investment.,2026-01-19
1,"Worst possible app for trading Futures and options, doesn't update accurately with the market prices timely. Worst app ever for trading.",2026-01-19
5,best app for treding and trusted app is groww,2026-01-19
5,Easy to operate and user's friendly app .Some times the app gets slow during Market hours.Other wise Good,2026-01-19
1,one of the most ghatiya service Apps never get any response from supporting team.,2026-01-19
5,great experience till now.. easy to learn & invest...,2026-01-19
5,"loved the app, interface and UI is great. Auto step up feature is value addition",2026-01-19
5,awsome v easy to use love it,2026-01-19
3,"App is good, but sometimes app will freeze while placing and editing an order.",2026-01-19
5,Very good platform which helps to invest as a beginner,2026-01-19
5,One of the best app for market,2026-01-19
1,this app is ok but negative balance problem is again and again,2026-01-19
1,Not able to change bank account for some funds even after uploading the correct cheques. Always gets rejected without any reason. no support and help anywhere as well,2026-01-19
5,Best app to start investing and learning,2026-01-19
5,Very good app for trading and investing.,2026-01-19
5,this is very easy process for investment. I like it. thanks for Groww Team.,2026-01-19
1,"Aaj sabka Paisa kha jayega..,.. expiry to kaal hai isliye kahta hoon paisa khane ka tarika hai....kon kahta hai share Market game nahi hai .....sab blind game hai.....toltly game itna upar niche kar dega ki ...sabka Paisa kha jayega",2026-01-19
5,very good platform for trading we get daily bases guidance and many more things to learn,2026-01-19
5,I like this apps and I trust groww apps,2026-01-19
5,this app interface is very simple for uses begnerrs,2026-01-19
5,very good app aapke is app se share market,2026-01-19
2,"Too much brokerage for everything, just the user interface is good and simple otherwise not good",2026-01-19
5,"I feel the features of the app is more compare to UPSTOX, ZERODHA and SBI SECURITES ,because I am using these apps.",2026-01-19
5,very best use ful platform for new and experianced investors,2026-01-19
5,I redeemed my to MF and got credited my account in two working days. Too fast.,2026-01-19
5,"Excellent , But Please Include Crypto Trading as soon as possible",2026-01-19
5,eazy to access and it is on our finger tips. at any moment we can sell or buy the stocks. it is more flexibility then other apps.,2026-01-19
5,very good app for analysis and investment.,2026-01-19
5,⭐️⭐️⭐️⭐️⭐️ Groww app is very user-friendly and easy to use. Investing in stocks and mutual funds is simple and smooth. Best app for beginners.,2026-01-19
3,"when buying stocks by default in grow I'm seeing 1 to 2% high price than market, if we don't observe that we end up buying stock for more price. I'm not satisfied with this feature.",2026-01-18
5,Mind blowing app Easy to use and very good app Design. go ahead and keep updated.,2026-01-18
5,very Easy to use this Application and good,2026-01-18
4,it is very helpful and easy to handle,2026-01-18
5,it's very easy to understand everything even those who don't have knowledge of trading and stocks analysis.,2026-01-18
1,I'm really facing issue with the app as I'm unable to setup selfie so it's not allowing me to enter the app there is pop up of selfie and when I'm going to click selfie app automatically closes,2026-01-18
5,everting is of most important thing groww in my choice and beautiful platform in sharmarket I hope that marine you will try to solve any problem,2026-01-18
3,"I have been trying to open Groww for the past 2 weeks, it opens and closes immediately. What should I do? Please help me.",2026-01-18
5,easy to access and a very good comparison.,2026-01-18
5,best app for stock market and mutual funds. easy app for use kyc in another app. finally this best app for investing,2026-01-18
4,Best app hai trading ke liye lekin brokrage charge jyada hai,2026-01-18
1,last six months I'm using groww app. last week in f&o i brought one stock in same day it went to high price suddenly I tried to sell my stock but I could not able to sell. I spoke with customer care multiple times. they telling me to wait we are checking. after few times they are cutting the call. I not expect this from groww,2026-01-18
1,I am not into trading or buying stocks or wtv this app is about i am NOT interested BUT in offline games with ADS this app's ADS ARE 2.5-5 MINS HELLO??? WHYY??! It pisses me off other apps that have 30 seconds which is already a LOT but this one RAGED ME TO THE CORE js don't put ur ads in my game AND YEA U HAVE TO WATCH THAT 5 Mins and then THEY WE NEED TO CLICK TWOOOOO CROSS BUTTON AFTER 5 SECONDS EXTENDING THIS ADD TO MADDING 5MINS 10SECONDS SAME ON YOU CREATE SUCH ADS,2026-01-18
4,good app and very easy to use,2026-01-18
5,very easy to lose money end gain,2026-01-18
3,jisdin me 1 crore kamaunga groww ke through us din 5 star rating dunga,2026-01-18
3,not that good.. credit option is useless and interface is bad,2026-01-18
5,very fast and efficient working platform for people,2026-01-18
5,it's very good brother company and app,2026-01-18
2,"Developers, my only request is to show the brokerage transactions also, because I'm not getting the calculations.",2026-01-18
4,Grow stock app Best and better app really very good app,2026-01-18
5,very easy to understand . Handy for beginners. Happy and satisfied using Groww.,2026-01-18
5,I want to become a millionaire it's not a joke,2026-01-18
1,you are fraud please give my money back because I am selling my stock money was not coming refund,2026-01-18
5,app is d sab se best app In Groww aap,2026-01-18
5,It is a very good app and it is very simple and easy to use.,2026-01-18
5,"This app is quite good, it explains stocks in a very simple way, and the interface is very easy to use.",2026-01-18
5,grow is easy to handle and fast for me ....,2026-01-18
4,user friendly app.. using for past 2 years..no glitches... designed well for. new users... appreciate its dashboard facility,2026-01-18
3,everything is good but charges are not informed properly and please before investment in you think about it correct information ℹ️ℹ️.,2026-01-18
3,I need more trust so that my money will be safe here.,2026-01-18
4,Can you create something that allows mobile users to place orders while viewing the charts?,2026-01-18
5,if you want to grow in trading use the grow app,2026-01-18
3,brokarage is so much to delivery any stock,2026-01-17
1,i couldn't find the place to do is treding place,2026-01-17
5,"user friendly app, easy to use and present informative news and data to invest in right stocks",2026-01-17
5,Groww App Using Advantage is Simple and easy to Operate.,2026-01-17
5,nice app it can be very helpful to me,2026-01-17
5,it's a very good financial app for the beginners as well as daily users!,2026-01-17
5,for better broker app and it's need to drop broker Charges for best going forward.,2026-01-17
5,My name is Dinesh pal singh tomar very nice aapp,2026-01-17
5,it's amazing way to make profit in future and options trading!,2026-01-17
1,started charging money on every sell order is something not good,2026-01-17
5,one of the best and *Handling* easy app,2026-01-17
5,good application for stock trading & browsing and very user friendly too.,2026-01-17
5,brokerage charges very high.so I request to grown that no brokerage charges only taxes pay .,2026-01-17
5,this app is very best for trading i give 5 stars,2026-01-17
5,"I like this app ,I will handle very easy",2026-01-17
5,I didn't use this app before but my friends Suggested me it better than all.,2026-01-17
1,I will invest long term.but I not trust the app.,2026-01-17
4,Great trading or investment broker in India,2026-01-17
1,"App interface is worst. No option to deactivate f&o and commodities. Shockingly, they will activate f&o and commodities on their own without customer's approval. And later say that their app has option to activate but not deactivat f&o. They don't look trustworthy.",2026-01-17
5,Easy to operate and well organised app.,2026-01-17
4,I don't find any issue for now ..using the grow app,2026-01-17
1,"They're scammers deducts money in paise so that even know, totally fraud kindly monitor and take SS daily",2026-01-17
5,"reliable , easy to use and great interface.",2026-01-17
3,brokerage rate for small trader seems very high. but App is very smooth to use Awsmm!,2026-01-17
5,very good app and your notification are very useful,2026-01-17
4,Good overall but loan amount should be increased..,2026-01-17
4,Good app for beginners levels investment & trading,2026-01-17
5,bahut accha experience raha very good brocker app,2026-01-17
5,grow app is very smooth and fast to Use and best for mutual fund investment with high returns,2026-01-17
5,"excellent, this app have a great faith",2026-01-17
5,Good.But mutual funds switch process very bad.please improve on this.,2026-01-17
1,groww app waise to thik hai par ager aap buy and sell kar raha to kabhi kabhi itna bekae work karta hai ki buy karna ke baad ager aap loss ya profit book turant karna chahy ge to hoga nahi profit loss m change ho jaya ge is bhaut bekar hai is liya aal koi aur app use karo q ki loss bahut hoga aap ko,2026-01-17
5,Your money is Safe and security in this account.,2026-01-17
5,best growth share name display daily basis. then we will purchase one day purchase.,2026-01-17
5,"need to give demo for new user where to click ,where not",2026-01-17
5,"Nice, and the needed information is easily available upfront, like the returns, graph, pe/pb, investor categories",2026-01-17
5,Good app and easy to manage all.,2026-01-17
4,"1) Everythig in app are almost very nice but the onlything I found very disappointing is that ""There is no Trailing stop loss Features"" . All other App have this feature. ""Dhan"" app have best features like ""Super"" trailing stop loss. please include this feature in Groww also so that Profit can be Trailed. 2) There is no SLBM features. why Groww is delaying in adding new features which are running in another app in market? Please add all the features before all other. """" Be Early Birds Groww""",2026-01-17
5,easy and simple way of investment learns the app.,2026-01-16
5,it helps to save money for long term capital gain,2026-01-16
1,"one of the worst app for trading, they silently stole your money by applying variety of rules which are not shown any where.",2026-01-16
5,Very good app and user-friendly. Very simple investment & withdrawal process. I am very happy.,2026-01-16
4,Why are only five indicators available in the new update version?,2026-01-16
5,"Groww refers to the stock of Billionbrains Garage Ventures Ltd., the parent company of India's leading discount brokerage and investment platform.",2026-01-16
5,I use grow upi as default application for payment but only problem is there is no widgets shortcut for upi payment like phonepe and paytm.,2026-01-16
3,"Despite having a clean, user-friendly app and interface, Groww’s customer support is extremely disappointing. Every time an issue is raised, users are simply told to contact the respective mutual fund house. If that’s the case, what exactly is the role of Groww’s support? We could have directly dealt with AMCs without an intermediary app. A platform of Groww’s scale is expected to take ownership and resolve issues, not redirect responsibility. Hope Groww seriously works on this!",2026-01-16
5,iam using groww since 2019 I love the way they kept the app so simple to use . keep it up lalit . harsh .ishan and neeraj,2026-01-16
3,"very deficult to down load, making fools to customer, take another way",2026-01-16
5,Ok App for Investment Groww Money With Groww,2026-01-16
5,"The application interface is smooth, easy to operate, and easy to understand.",2026-01-16
5,easy gyi mode and no AMC charges . easy to track all sort of stocks and wishlisting .,2026-01-16
1,Ak bhi IPO mere ko nahin mila,2026-01-16
1,"Worst broker. On 15 Jan 2026, I tried to place a CE sell order for silver at the spot price of 290000 around 6.20 pm. My order was rejected claiming the strike was too far, even though my sell price was the closest among all bids. This indicates manipulation by prioritizing other orders. I have screenshots of the error and will file a complaint with SEBI. They have Illiterate Customer executive",2026-01-16
5,screen face verry simple easy to use,2026-01-16
5,"Digitalisation make easy for investing. I am Happy and Thank you to Groww and its team to providing a platform for us to investing in multiple AMC and also providing a previous data, which is very helpful in chosing a correct and perfect investment plan.",2026-01-16
3,more times not showing my position on home page . this is irritating me,2026-01-16
5,Maine Guru ko use Kiya Guru sabse best Saral tarike se samajh mein Aane Wale strategy trading mein bahut hi Sahayak hai aur Sare feature Samne dikhte Hain grow sabse best platform hai trading ke liye,2026-01-16
5,great for beginners and great support team,2026-01-16
5,The best trading platform in India Especially for beginners who doesn't know anything about Share Market.Highly recommended,2026-01-16
5,achi hai par kai bar glich aata hai jise bhut nukshan bhi hojata hai,2026-01-16
1,"Its good only when everything is going good, the moment you have any issue with your money invested through their app, they just don't take up the responsibily, they will push it on amc/fund house etc. without giving resolution, there replies are -we will update you once we get any update from the third party- no clear tat for complaint resolution, my money is stuck with them for last 1 week, hoping someday i get my own money back invest with them at your own risk",2026-01-16
5,good application and best time sell and buying setting,2026-01-16
5,it will be better if we can see index and option chart in one screen.,2026-01-16
5,Very good gateway for earning and more money than the other one.,2026-01-16
1,Pathetic customer service experience for MF investment. Agent I got connected to Mr. Ashish was so rude and in a hurry to disconnect that didn't even conclude properly.,2026-01-16
4,Function little tuff as compare zerodha and angel one.,2026-01-16
5,it's a fantastic and user friendly app and excellent colour combination to attracts anyone for using again and again.,2026-01-16
5,Impeccably best investment platform with easy-to-navigate user interface suitable for people belonging to all ages. However this app lacks in depth research and buy/sell recommendation leaving the investor to do the research all by himself. But overall it gives its customers good experience and satisfaction.,2026-01-16
5,nice app Groww my Account.... Thanks for Groww Team members,2026-01-16
4,"can introduce gtt feature for lifetime like zerodha , other better ui than others",2026-01-16
5,good easey secure fast exalant thats it,2026-01-16
5,good grow team very nice thank you,2026-01-16
5,mujhe groww app bahut hi aasan lagta hai groww app use karne me bahut acha lgta hai,2026-01-16
1,Gorww tum ko kabhi grow nhi hone dega,2026-01-16
5,I found Groww app very useful. The user interface is quite easy to understand and easy to use.,2026-01-16
5,one of the best app I'm using since 2022,2026-01-16
5,line chart is very good please give monthly candal chart,2026-01-16
5,Trading can be done very easily in this app.,2026-01-16
4,very good support and very good service by groww,2026-01-16
5,A very good app that is easy to operate compared to other Apps,2026-01-16
5,This is Also good . The performance is so easy .,2026-01-16
4,minor glitches other than that a fantastic ui,2026-01-16
1,Third class customer service and backend operations dept. Worst nightmare getting simple issues resolved. It seems Groww is least bothered and not capable of handling customer service. Don't burn your fingers dealing with this broker.,2026-01-16
5,It is best invest of Groow app,2026-01-16
5,App is best for all trading purposes,2026-01-16
5,stock trading best.... now new update idea like stock sell and buy best analysis easy...,2026-01-16
5,Awesome apps Never get before user friendly get updated information always,2026-01-16
5,Groww has covered common people. Otherwise nobody knows what is SIP and mutual fund.,2026-01-16
5,very Easy to Handle. working experience with groww app more than 4years app is continuously updated. But I humble request to groww we want costomer services better.,2026-01-16
5,groww number Van broker service is very good quick fast,2026-01-16
5,grow is a great app it's happy to being a user of grow platform,2026-01-16
5,"Very nice App. all in one app. my experience last 10 years all facilities in past, present, & future seeing in this application,",2026-01-16
5,"Set safe exit is a useful feature, which restricts the losses & protects the profit.",2026-01-16
4,"easy to use, best way to invest",2026-01-16
5,very good groww app I am using this app from last 3 years,2026-01-16
1,Amount withdrawal is very bad in this App,2026-01-16
5,"your service is user friendly bro, keep it up",2026-01-16
5,easiest to use and great user experience,2026-01-16
4,"smooth ui, if charges will reduce it would be better",2026-01-16
4,i can see almost all options except a mutual fund performance details are not there if it is we can't depends on another. app which can give one option for all our needs its request to give us ..,2026-01-16
5,User Friendly App for trading and MF,2026-01-16
1,worst support team.i inducted 1 month back.auto pay is not yet activated.the support team is a shame.still issue not resolved.i am done with groww. switching to zerodha,2026-01-16
4,I want to know study material for learning new investers,2026-01-16
5,need improvement in many areas like many indicator we miss in this current app. like WMA,2026-01-16
5,One of the best trading app in playstore.,2026-01-16
4,can do better to be on par with zerodha.,2026-01-16
5,very easy to learn and understand. prompt service.,2026-01-16
5,Best app for beginners to understand stock market,2026-01-16
5,"Different features are coming, this is very good and comfortable",2026-01-16
5,i am very very sad almost ipo not alloted,2026-01-16
5,it is very helpful app to grow money,2026-01-16
5,kisi bhi trade se exit karte he agr price set nhi kiya he Market price per niklte he to exit karte time jo price he usse jada per niklta he or kisi order lagate he to ek sart sabhi sher nahi mil pate price set karne per yahi problem he baki sab 5/5 he,2026-01-16
1,amount quickly not credited and more mentioned account charges,2026-01-16
5,"easy and clean bigeenar ke sabse best hai , ek hi jagah par har oftion mil jata hai , use karna asan",2026-01-16
5,please add customer care no and add oi profile,2026-01-16
5,"good for secure payment transfer in app good for withdrawal amount guide me like a kid, who to protect in future they fallow rules and regulations of SIBE information about IPO post position of positive and negative in video's notification from app dealing with each other companies orders book. thank you for a best app",2026-01-16
5,best interface uses but if expert advice or peny stock suggestions so it's best for freshers,2026-01-15
5,not fake it's real platform trading karna he tho ispe hi Krna me khud kr cuka hu tried isliya bol raha hu,2026-01-15
1,"app is good. But in the charts of commodity trading, the top of the mobile phone has strange colors. I was afraid that my mobile was damaged. Can you explain this?",2026-01-15
5,excellent app. the best one in India.,2026-01-15
4,Good but Customer care cannot be contacted quickly and the profit in rupees per lot should be mentioned there on every order like Angle One App,2026-01-15
1,"older platform many features mis static builder, technical support and resistance is missing, dhan app is better features than grooww app.",2026-01-15
5,"I’ve been using the Grow app for a while now and honestly, it’s one of the best apps I’ve added to my phone. From the moment I signed up, everything felt intuitive and user-friendly. The interface is clean, simple, and easy to navigate — perfect whether you’re a beginner or more experienced.",2026-01-15
5,"just need to develop any fresh order in stopllos ,like if want to buy any option in uper rate I can't it in place sl",2026-01-15
5,"If you need to begin your Financial Journey somewhere, this is it. I am just speechless of how easy , simple, still detailed this App this about almost every Financial step you want to take. One stop solution for all that you need.",2026-01-15
5,nice this app this is best teach thats why i gain so much experience,2026-01-15
5,very Nice Apps ... Easy Investment On Grow,2026-01-15
5,This app is very helpful for users and You have to decrease charges to add new users...,2026-01-15
5,Many types of Data providing is very fine.,2026-01-15
5,very helpful and very easy to investments t love it,2026-01-15
1,brokeage aur charges bahut jyda le raha hai groww kam kare,2026-01-15
1,Ab Delivery mai bhi charges lene lage h... Ab tak kabhi bhi charges nahi Kate the... Yaha tak ki agar account main paisa pada rehta h to usme se bhi kat ta rehta h... pehle Account main jo unused paisa pada hota tha kuch time baad apne aap Bank main transfer ho jata tha...,2026-01-15
5,very easy interface 1 tap bye and seel Best indicators and timely update,2026-01-15
5,all features easily use and smoothly work,2026-01-15
5,"safe, convenient but more analysis of personel portfolio required...",2026-01-15
5,A much less complicated platform with prompt customer care support,2026-01-15
2,"App requires too many clicks to get the results for example if you want to open a specific watchlist first you need to scroll horizontally to see the 'All watchlist', then select your watchlist. Equity and F&O position and orders are placed at different places. The most annoying part is that it does not have AMO order features for F&O.",2026-01-15
5,very nice and simple app for use,2026-01-15
5,this is very easy app i like this,2026-01-15
5,one account to another account to transfer the shares.,2026-01-15
5,"superb App much better than zerodha and Angel one any given day . "" I AM LOVING IT """,2026-01-15
4,please add stoploss and target order placing option on chart in which we can see our running profit or loss on chart,2026-01-15
4,very easy to invest and sell with the help of this app,2026-01-15
5,Groww is good and useful for beginners. Individuals no need to go to any financial advisors for tips.,2026-01-15
5,Amazing Application Bt Brokerage Charge Very Highly,2026-01-15
1,I'm deleting this app because of not showing multiple chart option in mobile thanks for 2 year journey,2026-01-15
5,groww Mein invest karna bahut hi aasan hai aur grow ka sabse achcha ek facility hai jo ki mujhe bahut hi achha laga .agar koi problem ho to ham jab chahe groww ki teem se bat kar sakte hai awr apno samsya ka samadhan kar sakte hai thanks groww ...,2026-01-15
3,refer option show technical problem fixed the bug overall bad exprience.,2026-01-15
1,"Withdrawal I will take 48hrs, withdrawal I has Holiday but Deposit I will NO Holidays worst experience",2026-01-15
3,"Groww is a smooth and reliable trading app with fast order execution and a user-friendly interface for intraday trading. However, there is one important feature missing that would greatly benefit advanced traders. Request: Please add the CVD (Cumulative Volume Delta) indicator to the Groww app.",2026-01-15
5,Bahot achha or easy app hai. kabhi kabhi thoda sa problem karta hai.,2026-01-15
4,acha h dusre se behtar bhi h,2026-01-15
5,Great easy to follow and use the app,2026-01-15
5,one of the best app for trading and investment,2026-01-15
5,the app is very user friendly and easy to use,2026-01-15
5,my experience is good with the app,2026-01-15
5,very good trading platform for new user.,2026-01-15
4,Charges are very in option trade Font size is very small,2026-01-15
5,It has the great opportunity for the investment really easy to handle and helpful for the beginners who wants to invest.,2026-01-15
5,you can use this app for change your lofe in future,2026-01-15
